x,y,z
0.3856,-0.038,0.41900000000000004
0.21199999999999997,0.112,0.442
0.16199999999999998,0.184,0.5900000000000001
0.4209,0.151,0.433
0.507,-0.102,0.5369999999999999
0.22699999999999998,-0.0698,0.514
0.32499999999999996,0.127,0.663
0.2784,-0.0713,0.353
0.34219,-0.0604,0.3294
0.33599999999999997,0.0162,0.3181
0.4008,-0.0297,0.6839999999999999
0.18199999999999997,-0.0924,0.657
0.46799999999999997,-0.133,0.41500000000000004
0.2869,0.0872,0.427
0.2913,-0.169,0.567
0.5249999999999999,-0.0147,0.5349999999999999
0.13899999999999998,0.133,0.45799999999999996
0.16699999999999998,-0.095,0.381
0.36369999999999997,0.0776,0.389
0.254,-0.179,0.47
0.38839999999999997,-0.18,0.5609999999999999
0.17999999999999997,0.138,0.6619999999999999
0.498,0.0689,0.504
0.37229999999999996,-0.064,0.573
0.2995,0.138,0.437
0.3232,-0.128,0.603
0.27099999999999996,0.0417,0.6990000000000001
0.4295,-0.0291,0.394
0.44299999999999995,0.187,0.385
0.23299999999999998,-0.0336,0.5680000000000001
0.285,-0.105,0.609
0.11499999999999999,-0.133,0.425
0.46199999999999997,-0.00971,0.28300000000000003
0.32699999999999996,0.148,0.521
0.43019999999999997,-0.141,0.41400000000000003
0.487,-0.0782,0.475
0.14699999999999996,-0.121,0.382
0.2641,-0.137,0.562
0.25189999999999996,0.141,0.42100000000000004
0.3232,0.0658,0.644
0.2697,0.0884,0.483
0.309,0.00494,0.628
0.23399999999999999,-0.0614,0.518
0.581,0.0826,0.5720000000000001
0.45999999999999996,-0.128,0.3432
0.34858999999999996,0.0564,0.518
0.37439999999999996,-0.0954,0.673
0.204,-0.0263,0.516
0.245,0.00264,0.625
0.34031999999999996,-0.181,0.651
0.34162,-0.0224,0.313
0.509,-0.102,0.706
0.30469999999999997,0.128,0.486
0.40909999999999996,0.0446,0.46399999999999997
0.2784,-0.0624,0.616
0.493,0.0362,0.49
0.607,0.0297,0.62
0.476,0.0272,0.3423
0.3192,-0.111,0.385
0.39189999999999997,-0.0869,0.69
0.3197,-0.0663,0.665
0.565,-0.0382,0.45
0.33049999999999996,0.0377,0.722
0.3737,-0.0736,0.685
0.28159999999999996,0.0232,0.612
0.36219999999999997,-0.13,0.506
0.5549999999999999,0.0241,0.389
0.488,0.0336,0.514
0.23099999999999998,0.133,0.596
0.534,0.102,0.585
0.34210999999999997,-0.000299,0.577
0.3232,0.172,0.46099999999999997
0.3347,-0.0499,0.3319
0.35544,0.109,0.384
0.18399999999999997,-0.0595,0.46599999999999997
0.481,0.0553,0.369
0.417,-0.0654,0.439
0.34088999999999997,0.104,0.512
0.45299999999999996,0.118,0.633
0.23399999999999999,0.00682,0.654
0.236,0.0511,0.536
0.45699999999999996,-0.0211,0.613
0.5599999999999999,0.122,0.534
0.4397,-0.0505,0.623
0.3257,0.0455,0.3363
0.31179999999999997,-0.0168,0.725
0.595,-0.0357,0.652
0.3974,-0.114,0.482
0.45899999999999996,0.0154,0.41000000000000003
0.34284,0.182,0.3467
0.22999999999999998,-0.0115,0.641
0.44899999999999995,-0.17,0.496
0.33659999999999995,0.157,0.5569999999999999
0.45299999999999996,-0.0688,0.41200000000000003
0.35445,0.118,0.45899999999999996
0.12699999999999997,0.00926,0.46399999999999997
0.35407999999999995,-0.098,0.406
0.39349999999999996,-0.0716,0.3114
0.175,-0.0696,0.507
0.3827,0.0881,0.379
0.492,-0.0748,0.389
0.173,-0.23,0.604
0.35101,-0.0465,0.354
0.38489999999999996,0.179,0.596
0.484,-0.0708,0.587
0.19799999999999998,0.0926,0.441
0.4335,-0.121,0.507
0.25849999999999995,-0.106,0.5880000000000001
0.21599999999999997,0.0324,0.5780000000000001
0.20299999999999999,0.213,0.618
0.483,-0.0644,0.5720000000000001
0.3639,0.17,0.503
0.35002849999999996,-0.145,0.453
0.5,0.0182,0.5900000000000001
0.469,-0.0759,0.667
0.40609999999999996,-0.0968,0.392
0.4245,-0.119,0.474
0.21999999999999997,0.0544,0.544
0.22899999999999998,0.113,0.371
0.2984,-0.102,0.5429999999999999
0.36,-0.0312,0.5509999999999999
0.38739999999999997,-0.0654,0.517
0.478,0.136,0.518
0.241,-0.0076,0.352
0.3777,0.0411,0.41000000000000003
0.208,-0.0562,0.625
0.31639999999999996,-0.101,0.3267
0.3041,-0.0886,0.5369999999999999
0.206,0.116,0.526
0.4098,0.202,0.644
0.39449999999999996,0.115,0.608
0.3207,-0.107,0.673
0.3785,0.0458,0.6779999999999999
0.19099999999999998,0.0313,0.481
0.28409999999999996,-0.0964,0.513
0.57,0.00437,0.577
0.3198,-0.169,0.51
0.43999999999999995,-0.16,0.487
0.3867,0.0337,0.646
0.15999999999999998,-0.0671,0.6659999999999999
0.239,0.0622,0.5449999999999999
0.45499999999999996,-0.0905,0.6599999999999999
0.22899999999999998,-0.141,0.663
0.2729,0.115,0.6699999999999999
0.486,-0.059,0.627
0.40769999999999995,-0.0359,0.554
0.238,-0.155,0.5609999999999999
0.19099999999999998,0.0374,0.493
0.42929999999999996,0.052,0.377
0.4397,-0.0814,0.35
0.484,-0.198,0.596
0.481,-0.0194,0.655
0.17999999999999997,0.0572,0.472
0.248,0.0366,0.694
0.2578,-0.0478,0.372
0.46799999999999997,-0.0177,0.643
0.22099999999999997,0.0333,0.5509999999999999
0.3423,-0.121,0.591
0.26959999999999995,-0.13,0.496
0.3958,-0.145,0.45499999999999996
0.3706,0.00486,0.389
0.28679999999999994,0.158,0.56
0.209,0.161,0.436
0.38139999999999996,-0.0537,0.723
0.2592,-0.0468,0.725
0.3257,-0.0391,0.528
0.3943,-0.1,0.679
0.30269999999999997,-0.0953,0.7
0.46299999999999997,0.0644,0.6890000000000001
0.2617,-0.0974,0.365
0.35452999999999996,-0.119,0.638
0.23299999999999998,-0.0688,0.55
0.22599999999999998,0.0045,0.355
0.29369999999999996,-0.251,0.5589999999999999
0.3329,0.13,0.45799999999999996
0.4392,-0.17,0.431
0.26649999999999996,-0.0311,0.41700000000000004
0.3316,0.0309,0.355
0.3387,-0.127,0.509
0.35395,-0.00641,0.734
0.4236,-0.0601,0.7130000000000001
0.2641,0.00966,0.567
0.19799999999999998,-0.01,0.626
0.39049999999999996,-0.168,0.45599999999999996
0.3757,-0.128,0.643
0.2946,0.153,0.40900000000000003
0.3606,-0.0744,0.627
0.515,-0.00538,0.402
0.47,0.192,0.393
0.2863,-0.187,0.369
0.3091,0.155,0.627
0.485,0.0601,0.63
0.4365,0.168,0.444
0.3352,-0.13,0.659
0.31279999999999997,0.217,0.542
0.235,0.121,0.453
0.42719999999999997,0.108,0.45699999999999996
0.3873,-0.126,0.591
0.3352,-0.138,0.528
0.27449999999999997,-0.0584,0.6990000000000001
0.22299999999999998,-0.016,0.484
0.3086,-0.0585,0.52
0.4043,0.0304,0.485
0.13599999999999998,0.0758,0.598
0.36929999999999996,-0.0444,0.72
0.4007,-0.126,0.606
0.21099999999999997,-0.0882,0.631
0.18099999999999997,-0.0133,0.362
0.45099999999999996,-0.126,0.5529999999999999
0.245,-0.0611,0.525
0.247,-0.0202,0.679
0.43379999999999996,-0.0704,0.41200000000000003
0.5,-0.168,0.599
0.485,-0.0556,0.49
0.2793,-0.0127,0.714
0.21499999999999997,-0.0931,0.444
0.3933,-0.0875,0.512
0.235,0.0109,0.515
0.28919999999999996,-0.0113,0.353
0.34817,-0.214,0.575
0.477,-0.095,0.546
0.46299999999999997,-0.116,0.512
0.3927,0.121,0.6679999999999999
0.3941,0.00317,0.369
0.45699999999999996,-0.0918,0.404
0.502,-0.00785,0.529
0.3761,0.122,0.489
0.28009999999999996,0.0153,0.391
0.3257,0.154,0.5660000000000001
0.4311,-0.154,0.469
0.2536,-0.0953,0.506
0.488,0.106,0.534
0.35277,0.144,0.5900000000000001
0.38739999999999997,-0.162,0.544
0.41609999999999997,0.0273,0.379
0.20099999999999998,-0.128,0.352
0.4347,0.211,0.5900000000000001
0.44039999999999996,-0.0573,0.606
0.4089,-0.0709,0.40800000000000003
0.23099999999999998,-0.022,0.372
0.39299999999999996,0.155,0.445
0.35458999999999996,-0.0819,0.7070000000000001
0.52,-0.00621,0.435
0.4078,-0.139,0.651
0.35014399999999996,-0.115,0.447
0.3616,-0.159,0.638
0.2915,-0.0283,0.361
0.509,0.175,0.487
0.47,0.0664,0.653
0.3392,0.0244,0.724
0.4069,0.124,0.55
0.28109999999999996,-0.104,0.528
0.469,0.172,0.5609999999999999
0.3185,-0.0691,0.51
0.206,-0.0129,0.639
0.4123,0.0169,0.6599999999999999
0.43789999999999996,-0.0831,0.603
0.44299999999999995,0.0345,0.698
0.2794,-0.165,0.45
0.45599999999999996,-0.00823,0.515
0.2522,0.007,0.357
0.19599999999999998,-0.0385,0.485
0.25339999999999996,0.0624,0.6910000000000001
0.3238,-0.132,0.482
0.42819999999999997,0.0797,0.46499999999999997
0.45999999999999996,-0.0528,0.488
0.239,-0.0929,0.45399999999999996
0.27159999999999995,-0.0497,0.529
0.207,0.0329,0.589
0.491,0.135,0.571
0.3337,-0.0307,0.3361
0.20999999999999996,-0.189,0.40900000000000003
0.15599999999999997,-0.136,0.531
0.34237999999999996,0.0619,0.673
0.24,-0.0635,0.46399999999999997
0.34725,0.0267,0.6759999999999999
0.497,-0.00708,0.2888
0.235,0.143,0.716
0.502,0.0417,0.673
0.5469999999999999,-0.121,0.41600000000000004
0.5,0.129,0.65
0.142,-0.174,0.614
0.5309999999999999,-0.0791,0.554
0.5599999999999999,-0.101,0.39
0.4325,-0.167,0.603
0.3061,-0.111,0.653
0.2536,0.0836,0.487
0.28109999999999996,0.0645,0.665
0.3368,-0.23,0.5
0.31289999999999996,0.0895,0.6990000000000001
0.4149,-0.046,0.644
0.2657,0.112,0.508
0.3339,-0.17,0.397
0.4351,0.0213,0.5349999999999999
0.2673,0.0488,0.449
0.4019,0.0536,0.3136
0.36619999999999997,0.127,0.5489999999999999
0.2943,0.0756,0.629
0.497,-0.14,0.524
0.36429999999999996,0.152,0.5429999999999999
0.46499999999999997,-0.102,0.601
0.3082,-0.224,0.611
0.27999999999999997,-0.0389,0.587
0.25129999999999997,0.127,0.45899999999999996
0.28259999999999996,-0.0572,0.528
0.46699999999999997,0.131,0.362
0.492,0.156,0.54
0.35968,-0.195,0.491
0.16499999999999998,-0.0359,0.5389999999999999
0.08899999999999997,0.0307,0.597
0.205,0.0565,0.41700000000000004
0.2799,-0.113,0.447
0.32789999999999997,-0.0553,0.71
0.40009999999999996,0.0246,0.647
0.18799999999999997,0.00708,0.453
0.32249999999999995,0.00517,0.719
0.487,-0.185,0.479
0.3195,0.0228,0.2641
0.282,0.00361,0.548
0.2547,-0.0741,0.276
0.41059999999999997,-0.1,0.399
0.34778,-0.148,0.481
0.35341,-0.0961,0.6950000000000001
0.22299999999999998,0.135,0.524
0.3852,0.0975,0.696
0.36029999999999995,0.164,0.519
0.2973,0.00787,0.362
0.413,0.0203,0.5449999999999999
0.19299999999999998,-0.0254,0.6619999999999999
0.3762,0.0449,0.366
0.5329999999999999,-0.0349,0.515
0.2779,-0.102,0.41300000000000003
0.536,0.209,0.5589999999999999
0.243,0.0422,0.673
0.204,0.027,0.326
0.43179999999999996,0.0961,0.3447
0.15599999999999997,0.0441,0.441
0.38,0.0455,0.3423
0.254,-0.0964,0.381
0.3994,0.137,0.5660000000000001
0.29009999999999997,-0.145,0.483
0.5229999999999999,-0.00808,0.41300000000000003
0.35320999999999997,-0.121,0.3044
0.509,-0.00301,0.445
0.34225999999999995,0.0931,0.3302
0.3882,0.231,0.62
0.34503,-0.0677,0.706
0.34736999999999996,-0.0694,0.53
0.4335,0.00244,0.356
0.2681,0.0759,0.354
0.45199999999999996,-0.0282,0.621
0.4201,0.136,0.38
0.2829,0.0228,0.367
0.3792,0.0883,0.702
0.3344,-0.103,0.511
0.31489999999999996,0.0311,0.46199999999999997
0.18099999999999997,0.0362,0.532
0.46299999999999997,-0.0442,0.5880000000000001
0.23299999999999998,0.0576,0.42100000000000004
0.3838,-0.137,0.453
0.21599999999999997,0.166,0.481
0.2662,-0.0309,0.6579999999999999
0.33349999999999996,-0.107,0.567
0.544,0.0385,0.509
0.3191,0.141,0.546
0.471,0.107,0.441
0.243,-0.0775,0.487
0.29719999999999996,-0.0569,0.623
0.43579999999999997,-0.0947,0.356
0.28959999999999997,0.164,0.453
0.30029999999999996,-0.131,0.524
0.502,0.0714,0.368
0.2748,0.0828,0.40700000000000003
0.435,0.147,0.613
0.3737,-0.108,0.391
0.42729999999999996,-0.165,0.509
0.17099999999999999,0.0258,0.5900000000000001
0.33859999999999996,-0.0186,0.5509999999999999
0.24899999999999997,-0.114,0.631
0.18399999999999997,-0.0432,0.575
0.29079999999999995,-0.0529,0.6
0.4322,0.121,0.583
0.45499999999999996,-0.0836,0.528
0.31539999999999996,0.0932,0.41500000000000004
0.59,-0.0768,0.476
0.241,0.167,0.5760000000000001
0.40559999999999996,-0.0664,0.653
0.46699999999999997,-0.0118,0.436
0.2688,-0.0782,0.45799999999999996
0.32999999999999996,0.162,0.379
0.29969999999999997,0.0421,0.649
0.143,0.0804,0.581
0.524,0.0335,0.5529999999999999
0.34207,-0.0327,0.534
0.496,-0.00597,0.573
0.34268,0.0763,0.583
0.46699999999999997,-0.0104,0.6719999999999999
0.3968,-0.0908,0.708
0.261,-0.0149,0.511
0.475,-0.0152,0.403
0.22599999999999998,-0.00079,0.507
0.21999999999999997,-0.0651,0.542
0.40149999999999997,0.162,0.595
0.18499999999999997,0.014,0.544
0.22299999999999998,0.14,0.5429999999999999
0.43899999999999995,-0.00206,0.448
0.3654,0.0812,0.404
0.41019999999999995,-0.06,0.395
0.31499999999999995,0.0494,0.7090000000000001
0.5329999999999999,-0.109,0.608
0.241,0.0943,0.391
0.4065,0.115,0.431
0.22399999999999998,0.0289,0.488
0.20999999999999996,0.0105,0.428
0.512,-0.0917,0.501
0.40759999999999996,0.0375,0.71
0.3944,-0.11,0.575
0.507,-0.0412,0.366
0.39159999999999995,0.162,0.504
0.39909999999999995,-0.166,0.373
0.5609999999999999,0.0819,0.452
0.4124,0.0832,0.688
0.428,0.0664,0.522
0.21699999999999997,0.0398,0.395
0.21599999999999997,-0.134,0.563
0.45499999999999996,0.203,0.478
0.39189999999999997,-0.0298,0.3196
0.313,0.0254,0.528
0.4174,0.145,0.36
0.45399999999999996,0.071,0.39
0.4331,-0.128,0.479
0.2563,0.125,0.444
0.43079999999999996,-0.00538,0.706
0.16199999999999998,-0.148,0.432
0.3334,-0.0385,0.733
0.19499999999999998,0.114,0.6599999999999999
0.43989999999999996,-0.0544,0.392
0.27199999999999996,0.0902,0.625
0.27999999999999997,-0.104,0.3077
0.37639999999999996,-0.0203,0.667
0.45699999999999996,-0.127,0.534
0.4118,-0.0367,0.3386
0.28169999999999995,0.000434,0.3291
0.3785,0.213,0.49
0.41269999999999996,0.0436,0.6930000000000001
0.33749999999999997,0.1,0.69
0.3721,0.0519,0.489
0.4435,-0.116,0.35
0.46699999999999997,0.23,0.384
0.2642,-0.104,0.64
0.30369999999999997,-0.16,0.581
0.17099999999999999,0.034,0.32589999999999997
0.506,-0.104,0.529
0.45799999999999996,-0.109,0.623
0.3933,0.139,0.42100000000000004
0.43119999999999997,0.107,0.439
0.2784,-0.132,0.5389999999999999
0.2643,0.198,0.631
0.37689999999999996,-0.00827,0.719
0.25239999999999996,-0.114,0.38
0.236,0.0538,0.556
0.21999999999999997,-0.0603,0.373
0.21399999999999997,0.205,0.501
0.526,-0.0583,0.669
0.3444,-0.0684,0.69
0.2642,0.101,0.405
0.498,0.208,0.46499999999999997
0.2965,0.0602,0.702
0.476,0.116,0.396
0.21399999999999997,-0.0531,0.433
0.32089999999999996,-0.0496,0.516
0.42269999999999996,-0.0569,0.514
0.21699999999999997,0.00276,0.389
0.485,0.146,0.351
0.3016,0.0695,0.621
0.3737,-0.151,0.524
0.4236,0.146,0.497
0.2808,-0.125,0.486
0.36769999999999997,-0.0999,0.5369999999999999
0.21299999999999997,0.0307,0.3208
0.3807,0.175,0.509
0.21699999999999997,0.0178,0.41300000000000003
0.45099999999999996,-0.0698,0.6599999999999999
0.2582,-0.16,0.5409999999999999
0.3585,0.194,0.426
0.2782,0.148,0.472
0.15099999999999997,-0.0489,0.531
0.46799999999999997,-0.0476,0.433
0.27949999999999997,0.106,0.521
0.4352,-0.127,0.65
0.31,0.109,0.589
0.29209999999999997,-0.057,0.374
0.25439999999999996,-0.0209,0.514
0.24,-0.0426,0.625
0.25489999999999996,0.116,0.629
0.38589999999999997,-0.0816,0.41200000000000003
0.2843,-0.0922,0.42000000000000004
0.3034,0.0768,0.5329999999999999
0.237,-0.0474,0.585
0.4407,0.111,0.5409999999999999
0.4364,-0.274,0.634
0.44999999999999996,0.0736,0.651
0.2878,-0.119,0.312
0.22199999999999998,-0.0209,0.3368
0.34778,-0.158,0.659
0.3394,0.0556,0.361
0.36169999999999997,-0.118,0.585
0.3272,0.149,0.65
0.32399999999999995,0.137,0.5900000000000001
0.173,0.0408,0.486
0.15099999999999997,-0.0813,0.6699999999999999
0.497,0.118,0.46199999999999997
0.11699999999999997,-0.13,0.45699999999999996
0.4284,0.0978,0.595
0.3287,0.0497,0.72
0.25639999999999996,0.133,0.5800000000000001
0.22399999999999998,0.0649,0.622
0.37139999999999995,0.068,0.393
0.35528,0.00891,0.353
0.27749999999999997,0.126,0.655
0.3989,-0.173,0.577
0.28259999999999996,-0.0913,0.45499999999999996
0.2647,-0.0274,0.7
0.474,-0.112,0.46699999999999997
0.2516,-0.107,0.447
0.34314999999999996,-0.18,0.61
0.521,-0.0686,0.5
0.37949999999999995,-0.155,0.5589999999999999
0.24899999999999997,-0.0716,0.39
0.245,-0.106,0.482
0.33199999999999996,0.139,0.599
0.36579999999999996,-0.147,0.377
0.39699999999999996,-0.107,0.3201
0.22499999999999998,0.0371,0.41100000000000003
0.368,-0.134,0.389
0.19499999999999998,-0.0444,0.637
0.349265,0.134,0.5820000000000001
0.4376,-0.174,0.62
0.30429999999999996,-0.157,0.619
0.236,0.169,0.562
0.45799999999999996,-0.0815,0.436
0.2955,0.0046,0.714
0.379,0.063,0.405
0.38799999999999996,0.0661,0.692
0.503,0.0415,0.477
0.40959999999999996,0.0751,0.394
0.3136,0.00322,0.554
0.3949,-0.0536,0.5569999999999999
0.26559999999999995,-0.0057,0.565
0.3787,0.198,0.326
0.472,-0.0638,0.3023
0.479,0.122,0.5840000000000001
0.3392,-0.073,0.444
0.5329999999999999,-0.154,0.5549999999999999
0.4199,-0.0975,0.528
0.21999999999999997,0.0369,0.431
0.10199999999999998,-0.016,0.508
0.3656,-0.0662,0.617
0.3818,-0.222,0.489
0.2981,0.101,0.451
0.21699999999999997,-0.252,0.519
0.35892999999999997,0.0877,0.393
0.3948,-0.0556,0.7150000000000001
0.3151,0.095,0.611
0.2597,0.17,0.53
0.469,-0.0476,0.3011
0.31829999999999997,-0.229,0.477
0.478,-0.0667,0.609
0.3701,-0.0383,0.53
0.484,0.154,0.394
0.5609999999999999,-0.0596,0.615
0.39809999999999995,-0.146,0.432
0.34162,0.151,0.354
0.4183,0.149,0.5680000000000001
0.22999999999999998,-0.0671,0.657
0.239,-0.0799,0.3312
0.41479999999999995,-0.274,0.589
0.3167,-0.102,0.37
0.34783,-0.136,0.41700000000000004
0.3203,-0.0556,0.601
0.45999999999999996,0.0821,0.532
0.45699999999999996,0.0693,0.41200000000000003
0.491,0.215,0.569
0.45199999999999996,-0.13,0.484
0.41009999999999996,-0.00405,0.554
0.38349999999999995,0.108,0.496
0.245,-0.0938,0.483
0.34286,-0.0478,0.516
0.3707,-0.0535,0.7070000000000001
0.2734,-0.01,0.7110000000000001
0.4473,0.147,0.528
0.35352,-0.104,0.6990000000000001
0.3368,-0.0274,0.725
0.38889999999999997,-0.0402,0.395
0.3247,0.0886,0.6910000000000001
0.41669999999999996,-0.181,0.472
0.248,0.0273,0.399
0.37489999999999996,0.0527,0.6930000000000001
0.2672,0.0427,0.379
0.4331,0.111,0.41600000000000004
0.2516,0.234,0.641
0.4193,-0.123,0.645
0.24,-0.00946,0.531
0.41709999999999997,-0.137,0.45499999999999996
0.37789999999999996,0.0733,0.2658
0.296,-0.139,0.448
0.42419999999999997,-0.0129,0.32030000000000003
0.41879999999999995,0.192,0.398
0.4271,0.136,0.3195
0.34881999999999996,0.131,0.438
0.4023,-0.205,0.5780000000000001
0.492,0.0394,0.429
0.34958,0.0802,0.673
0.3378,0.122,0.5840000000000001
0.42069999999999996,-0.0966,0.449
0.26459999999999995,0.0957,0.655
0.3046,-0.0627,0.432
0.3816,-0.134,0.5720000000000001
0.258,0.0764,0.49
0.3393,-0.0659,0.375
0.17999999999999997,0.0294,0.5529999999999999
0.22599999999999998,-0.199,0.675
0.4422,0.132,0.491
0.2883,-0.126,0.41700000000000004
0.37629999999999997,-0.151,0.392
0.35538,-0.12,0.639
0.20299999999999999,-0.0353,0.6930000000000001
0.248,0.11,0.45399999999999996
0.4114,-0.00041,0.598
0.3306,-0.0974,0.6779999999999999
0.45199999999999996,-0.059,0.639
0.3185,-0.172,0.514
0.17099999999999999,0.0743,0.45899999999999996
0.30379999999999996,0.157,0.571
0.587,-0.0203,0.63
0.52,0.0167,0.5489999999999999
0.19899999999999998,-0.198,0.443
0.35035,0.0186,0.3459
0.33099999999999996,-0.0716,0.367
0.44389999999999996,0.0785,0.624
0.45099999999999996,-0.0053,0.379
0.28569999999999995,-0.112,0.542
0.28169999999999995,-0.252,0.575
0.49,-0.0689,0.482
0.3101,0.141,0.451
0.3384,-0.0613,0.71
0.524,-0.0767,0.6579999999999999
0.4497,-0.0674,0.404
0.5509999999999999,-0.15,0.654
0.473,-0.218,0.492
0.19199999999999998,0.215,0.511
0.22999999999999998,0.183,0.453
0.41059999999999997,0.0868,0.448
0.2592,-0.0142,0.5369999999999999
0.4173,0.171,0.488
0.3256,0.032,0.722
0.32889999999999997,0.0879,0.514
0.22899999999999998,0.0188,0.396
0.24899999999999997,-0.083,0.546
0.4093,-0.0405,0.5720000000000001
0.2813,0.0994,0.575
0.264,0.101,0.519
0.502,0.00549,0.573
0.3302,0.0248,0.626
0.46499999999999997,0.191,0.53
0.2994,0.0331,0.6910000000000001
0.34041,-0.127,0.426
0.3796,0.131,0.647
0.576,-0.0811,0.5489999999999999
0.37329999999999997,-0.0925,0.3192
0.512,-0.0283,0.558
0.243,0.103,0.3185
0.474,0.107,0.451
0.44889999999999997,-0.0408,0.36
0.18099999999999997,0.037,0.504
0.21099999999999997,0.0184,0.384
0.35251,0.0119,0.7030000000000001
0.18799999999999997,-0.148,0.45399999999999996
0.4236,-0.031,0.618
0.21599999999999997,0.0804,0.45799999999999996
0.14999999999999997,-0.0651,0.385
0.30619999999999997,-0.0443,0.504
0.407,0.178,0.399
0.19899999999999998,0.00457,0.505
0.53,0.0455,0.629
0.2973,-0.0666,0.377
0.23199999999999998,-0.0727,0.41400000000000003
0.503,0.0127,0.45
0.515,0.0312,0.5820000000000001
0.4448,0.0275,0.519
0.587,0.0218,0.488
0.3238,0.0669,0.388
0.488,-0.0943,0.554
0.34057,-0.0146,0.6779999999999999
0.429,-0.119,0.39
0.237,0.106,0.491
0.38249999999999995,-0.139,0.492
0.37039999999999995,0.0291,0.356
0.37939999999999996,-0.134,0.41400000000000003
0.3074,0.147,0.602
0.39089999999999997,0.0843,0.394
0.45499999999999996,-0.0729,0.437
0.31589999999999996,-0.063,0.657
0.3216,0.00993,0.726
0.45999999999999996,0.15,0.546
0.2793,-0.0715,0.377
0.19499999999999998,0.0622,0.41700000000000004
0.22599999999999998,0.0865,0.505
0.3861,-0.129,0.367
0.46599999999999997,0.135,0.567
0.3339,-0.185,0.6639999999999999
0.34367,-0.149,0.649
0.18699999999999997,-0.085,0.5740000000000001
0.486,0.0622,0.637
0.35096299999999997,-0.0179,0.718
0.38339999999999996,0.125,0.5880000000000001
0.4211,-0.0317,0.7090000000000001
0.471,-0.0858,0.512
0.28209999999999996,0.0635,0.448
0.19199999999999998,0.0341,0.473
0.49,-0.0622,0.469
0.48,0.0105,0.639
0.3227,0.178,0.505
0.35639,0.148,0.5720000000000001
0.25479999999999997,-0.0682,0.387
0.311,-0.0171,0.712
0.41119999999999995,0.0312,0.392
0.576,0.06,0.46199999999999997
0.22199999999999998,-0.00317,0.493
0.3092,-0.258,0.478
0.29,0.131,0.487
0.498,-0.121,0.529
0.37539999999999996,-0.122,0.492
0.2522,0.089,0.382
0.2603,0.031,0.351
0.206,0.0796,0.54
0.34013,0.0457,0.72
0.22199999999999998,0.169,0.5780000000000001
0.3727,0.114,0.652
0.205,0.0791,0.447
0.22199999999999998,0.0393,0.636
0.28869999999999996,0.0144,0.718
0.19699999999999998,-0.0943,0.5609999999999999
0.4079,-0.137,0.603
0.3207,-0.14,0.544
0.204,-0.219,0.397
0.4395,0.116,0.489
0.3156,0.131,0.437
0.22399999999999998,0.0689,0.491
0.3891,0.0869,0.478
0.28969999999999996,0.106,0.36
0.617,0.128,0.5589999999999999
0.29059999999999997,0.0249,0.61
0.31179999999999997,0.122,0.389
0.3334,-0.234,0.45399999999999996
0.40309999999999996,0.131,0.385
0.21999999999999997,0.0394,0.508
0.40259999999999996,-0.156,0.494
0.2728,-0.103,0.643
0.2955,0.0705,0.428
0.350284,0.144,0.422
0.627,0.0204,0.5740000000000001
0.237,-0.0439,0.443
0.514,-0.108,0.372
0.3323,-0.204,0.382
0.26859999999999995,0.0281,0.2868
0.612,0.0696,0.46599999999999997
0.2759,0.143,0.635
0.262,0.0449,0.579
0.3081,-0.111,0.6639999999999999
0.20099999999999998,0.16,0.373
0.35925999999999997,0.0362,0.37
0.37979999999999997,-0.165,0.5740000000000001
0.33709999999999996,0.192,0.633
0.30929999999999996,-0.141,0.483
0.26639999999999997,0.159,0.534
0.3931,-0.131,0.643
0.2975,-0.22,0.556
0.26289999999999997,-0.0214,0.42000000000000004
0.501,0.15,0.52
0.3993,-0.0206,0.366
0.27969999999999995,-0.0597,0.46799999999999997
0.3686,-0.194,0.405
0.2603,0.0934,0.501
0.516,-0.202,0.46199999999999997
0.3271,0.000591,0.354
0.22199999999999998,-0.023,0.3478
0.10199999999999998,0.0768,0.504
0.35178,0.0472,0.362
0.2573,0.12,0.498
0.17099999999999999,-0.0823,0.442
0.511,-0.136,0.41300000000000003
0.377,-0.171,0.612
0.44989999999999997,-0.142,0.481
0.246,0.0077,0.41500000000000004
0.3081,0.136,0.5880000000000001
0.32299999999999995,0.0603,0.3258
0.538,-0.0427,0.473
0.4296,-0.0954,0.6759999999999999
0.506,0.0106,0.6599999999999999
0.2934,0.15,0.493
0.3866,0.158,0.497
0.33049999999999996,-0.0727,0.365
0.43229999999999996,0.0052,0.381
0.31579999999999997,0.142,0.536
0.21099999999999997,0.00165,0.41700000000000004
0.43389999999999995,-0.162,0.548
0.4004,-0.122,0.526
0.36729999999999996,-0.146,0.44
0.2923,0.0447,0.368
0.21799999999999997,-0.137,0.503
0.38189999999999996,0.197,0.518
0.2814,-0.0762,0.402
0.3342,-0.11,0.426
0.3891,0.178,0.503
0.27559999999999996,0.175,0.579
0.19999999999999998,-0.0689,0.399
0.26549999999999996,-0.166,0.45
0.31599999999999995,0.0455,0.544
0.39399999999999996,-0.0188,0.3447
0.238,-0.132,0.583
0.44999999999999996,0.0173,0.3415
0.21999999999999997,0.126,0.375
0.489,-0.00646,0.383
0.36579999999999996,-0.0416,0.723
0.2571,0.104,0.397
0.4441,0.0239,0.513
0.209,0.139,0.40800000000000003
0.38939999999999997,-0.0981,0.661
0.39459999999999995,-0.17,0.40700000000000003
0.478,-0.0386,0.604
0.3206,-0.0874,0.3267
0.471,0.0678,0.525
